loss,acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7365233699480692,0.5,1703914939,,False,1,dc9c0a80,2023-12-30_05-42-19,21.20836901664734,21.20836901664734,1345,be7a09186e78,172.28.0.12,21.20836901664734,1
0.7620351513226827,0.5,1703914959,,False,2,dc9c0a80,2023-12-30_05-42-39,20.00084137916565,41.20921039581299,1345,be7a09186e78,172.28.0.12,41.20921039581299,2
0.6827211380004883,0.6222222222222222,1703914979,,False,3,dc9c0a80,2023-12-30_05-42-59,19.555082321166992,60.76429271697998,1345,be7a09186e78,172.28.0.12,60.76429271697998,3
0.6056743264198303,0.6666666666666666,1703914999,,False,4,dc9c0a80,2023-12-30_05-43-19,20.253490447998047,81.01778316497803,1345,be7a09186e78,172.28.0.12,81.01778316497803,4
0.5999707778294882,0.7055555555555556,1703915018,,False,5,dc9c0a80,2023-12-30_05-43-38,19.40315556526184,100.42093873023987,1345,be7a09186e78,172.28.0.12,100.42093873023987,5
0.6218673884868622,0.6277777777777778,1703915038,,False,6,dc9c0a80,2023-12-30_05-43-58,20.07308602333069,120.49402475357056,1345,be7a09186e78,172.28.0.12,120.49402475357056,6
0.5838000377019247,0.7,1703915058,,False,7,dc9c0a80,2023-12-30_05-44-18,19.37941288948059,139.87343764305115,1345,be7a09186e78,172.28.0.12,139.87343764305115,7
0.6311104695002238,0.6944444444444444,1703915078,,False,8,dc9c0a80,2023-12-30_05-44-38,20.149213552474976,160.02265119552612,1345,be7a09186e78,172.28.0.12,160.02265119552612,8
0.6122227708498637,0.6444444444444445,1703915097,,False,9,dc9c0a80,2023-12-30_05-44-57,19.558452367782593,179.58110356330872,1345,be7a09186e78,172.28.0.12,179.58110356330872,9
0.637656013170878,0.6388888888888888,1703915118,,False,10,dc9c0a80,2023-12-30_05-45-18,20.229117155075073,199.8102207183838,1345,be7a09186e78,172.28.0.12,199.8102207183838,10
