loss,acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6644776066144308,0.5944444444444444,1703918318,,False,1,d272721e,2023-12-30_06-38-38,19.041215658187866,19.041215658187866,1895,789b9ad117b9,172.28.0.12,19.041215658187866,1
0.5870446364084879,0.7,1703918336,,False,2,d272721e,2023-12-30_06-38-56,18.275338888168335,37.3165545463562,1895,789b9ad117b9,172.28.0.12,37.3165545463562,2
0.6118943889935812,0.6944444444444444,1703918354,,False,3,d272721e,2023-12-30_06-39-14,17.549732446670532,54.86628699302673,1895,789b9ad117b9,172.28.0.12,54.86628699302673,3
0.74381023645401,0.6222222222222222,1703918371,,False,4,d272721e,2023-12-30_06-39-31,17.578919887542725,72.44520688056946,1895,789b9ad117b9,172.28.0.12,72.44520688056946,4
0.6159473458925883,0.6333333333333333,1703918389,,False,5,d272721e,2023-12-30_06-39-49,17.540616035461426,89.98582291603088,1895,789b9ad117b9,172.28.0.12,89.98582291603088,5
0.5830698609352112,0.7055555555555556,1703918407,,False,6,d272721e,2023-12-30_06-40-07,18.169366598129272,108.15518951416016,1895,789b9ad117b9,172.28.0.12,108.15518951416016,6
0.47190282742182416,0.7722222222222223,1703918425,,False,7,d272721e,2023-12-30_06-40-25,17.739805221557617,125.89499473571777,1895,789b9ad117b9,172.28.0.12,125.89499473571777,7
0.4629156192143758,0.7611111111111111,1703918442,,False,8,d272721e,2023-12-30_06-40-42,17.540215730667114,143.4352104663849,1895,789b9ad117b9,172.28.0.12,143.4352104663849,8
0.5763280093669891,0.7166666666666667,1703918460,,False,9,d272721e,2023-12-30_06-41-00,17.38856267929077,160.82377314567566,1895,789b9ad117b9,172.28.0.12,160.82377314567566,9
0.46991604566574097,0.7833333333333333,1703918478,,False,10,d272721e,2023-12-30_06-41-18,18.251222372055054,179.0749955177307,1895,789b9ad117b9,172.28.0.12,179.0749955177307,10
