loss,acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
3329.0540364583335,0.5,1703912948,,False,1,29d32b86,2023-12-30_05-09-08,22.129242181777954,22.129242181777954,1345,be7a09186e78,172.28.0.12,22.129242181777954,1
6.093814849853516,0.4777777777777778,1703912968,,False,2,29d32b86,2023-12-30_05-09-28,20.112695693969727,42.24193787574768,1345,be7a09186e78,172.28.0.12,42.24193787574768,2
1.9141053756078084,0.5,1703912987,,False,3,29d32b86,2023-12-30_05-09-47,19.304335594177246,61.54627346992493,1345,be7a09186e78,172.28.0.12,61.54627346992493,3
0.7180372476577759,0.5333333333333333,1703913006,,False,4,29d32b86,2023-12-30_05-10-06,19.273298025131226,80.81957149505615,1345,be7a09186e78,172.28.0.12,80.81957149505615,4
0.6866368452707926,0.5833333333333334,1703913026,,False,5,29d32b86,2023-12-30_05-10-26,19.950145959854126,100.76971745491028,1345,be7a09186e78,172.28.0.12,100.76971745491028,5
0.6924367149670919,0.5166666666666667,1703913045,,False,6,29d32b86,2023-12-30_05-10-45,19.15152072906494,119.92123818397522,1345,be7a09186e78,172.28.0.12,119.92123818397522,6
0.7104937036832174,0.5,1703913065,,False,7,29d32b86,2023-12-30_05-11-05,19.32571768760681,139.24695587158203,1345,be7a09186e78,172.28.0.12,139.24695587158203,7
0.6953378319740295,0.49444444444444446,1703913085,,False,8,29d32b86,2023-12-30_05-11-25,19.997679471969604,159.24463534355164,1345,be7a09186e78,172.28.0.12,159.24463534355164,8
0.6855977177619934,0.55,1703913104,,False,9,29d32b86,2023-12-30_05-11-44,19.341277360916138,178.58591270446777,1345,be7a09186e78,172.28.0.12,178.58591270446777,9
0.6997966368993124,0.5611111111111111,1703913124,,False,10,29d32b86,2023-12-30_05-12-04,19.575016260147095,198.16092896461487,1345,be7a09186e78,172.28.0.12,198.16092896461487,10
