loss,acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
144551.671875,0.5,1703913938,,False,1,a1d054d2,2023-12-30_05-25-38,21.8188796043396,21.8188796043396,1345,be7a09186e78,172.28.0.12,21.8188796043396,1
450.2960713704427,0.4666666666666667,1703913958,,False,2,a1d054d2,2023-12-30_05-25-58,19.75865387916565,41.57753348350525,1345,be7a09186e78,172.28.0.12,41.57753348350525,2
22.453222910563152,0.4888888888888889,1703913978,,False,3,a1d054d2,2023-12-30_05-26-18,19.882829904556274,61.46036338806152,1345,be7a09186e78,172.28.0.12,61.46036338806152,3
6.865100701649983,0.5055555555555555,1703913997,,False,4,a1d054d2,2023-12-30_05-26-37,19.4170184135437,80.87738180160522,1345,be7a09186e78,172.28.0.12,80.87738180160522,4
1.8660093347231548,0.5,1703914017,,False,5,a1d054d2,2023-12-30_05-26-57,20.279003143310547,101.15638494491577,1345,be7a09186e78,172.28.0.12,101.15638494491577,5
1.1224750677744548,0.5222222222222223,1703914037,,False,6,a1d054d2,2023-12-30_05-27-17,19.79077434539795,120.94715929031372,1345,be7a09186e78,172.28.0.12,120.94715929031372,6
1.4234631061553955,0.4777777777777778,1703914056,,False,7,a1d054d2,2023-12-30_05-27-36,19.385254621505737,140.33241391181946,1345,be7a09186e78,172.28.0.12,140.33241391181946,7
0.8200892011324564,0.5333333333333333,1703914077,,False,8,a1d054d2,2023-12-30_05-27-57,20.27082872390747,160.60324263572693,1345,be7a09186e78,172.28.0.12,160.60324263572693,8
0.737996776898702,0.45,1703914096,,False,9,a1d054d2,2023-12-30_05-28-16,19.603067874908447,180.20631051063538,1345,be7a09186e78,172.28.0.12,180.20631051063538,9
0.6874483227729797,0.5111111111111111,1703914116,,False,10,a1d054d2,2023-12-30_05-28-36,19.4092218875885,199.61553239822388,1345,be7a09186e78,172.28.0.12,199.61553239822388,10
