loss,acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
14.411894162495932,0.65,1703912904,,False,1,2291c9f9,2023-12-30_05-08-24,12.959144353866577,12.959144353866577,2979,dc90b0b534e2,172.28.0.12,12.959144353866577,1
10.810123284657797,0.6722222222222223,1703912915,,False,2,2291c9f9,2023-12-30_05-08-35,10.425708293914795,23.384852647781372,2979,dc90b0b534e2,172.28.0.12,23.384852647781372,2
9.088605086008707,0.6777777777777778,1703912925,,False,3,2291c9f9,2023-12-30_05-08-45,10.4378080368042,33.82266068458557,2979,dc90b0b534e2,172.28.0.12,33.82266068458557,3
13.5535888671875,0.6722222222222223,1703912935,,False,4,2291c9f9,2023-12-30_05-08-55,9.54285216331482,43.36551284790039,2979,dc90b0b534e2,172.28.0.12,43.36551284790039,4
9.253203868865967,0.6777777777777778,1703912945,,False,5,2291c9f9,2023-12-30_05-09-05,10.24343466758728,53.60894751548767,2979,dc90b0b534e2,172.28.0.12,53.60894751548767,5
8.935323397318522,0.6833333333333333,1703912955,,False,6,2291c9f9,2023-12-30_05-09-15,10.42511796951294,64.03406548500061,2979,dc90b0b534e2,172.28.0.12,64.03406548500061,6
9.333072662353516,0.7277777777777777,1703912967,,False,7,2291c9f9,2023-12-30_05-09-27,12.246675491333008,76.28074097633362,2979,dc90b0b534e2,172.28.0.12,76.28074097633362,7
15.299202919006348,0.6888888888888889,1703912977,,False,8,2291c9f9,2023-12-30_05-09-37,9.315277338027954,85.59601831436157,2979,dc90b0b534e2,172.28.0.12,85.59601831436157,8
15.879194895426432,0.6333333333333333,1703912987,,False,9,2291c9f9,2023-12-30_05-09-47,10.465806007385254,96.06182432174683,2979,dc90b0b534e2,172.28.0.12,96.06182432174683,9
9.826792558034262,0.6666666666666666,1703912998,,False,10,2291c9f9,2023-12-30_05-09-58,10.527962446212769,106.5897867679596,2979,dc90b0b534e2,172.28.0.12,106.5897867679596,10
